C([H])([H])(C1([H])C([H])(C([H])(C([H])(C([H])(O[H])O1)O[H])O[H])O[H])O[H] AFC000695
C1([H])(C([H])(C([H])(C(=O)O[H])OC([H])(C1([H])O[H])OC2([H])C([H])(C([H])(C([H])(O[H])OC2([H])C(=O)O[H])O[H])O[H])O[H])O[H] AFC000696
C([H])([H])(C1([H])C([H])(C([H])(C(C([H])([H])O[H])(O[H])O1)O[H])O[H])O[H] AFC000697
C1([H])(C(=O)N([H])C(=O)N1[H])N([H])C(=O)N([H])[H] AFC000698
C([H])([H])(C#N)C([H])(C(=O)O[H])N([H])[H] AFC000699
C1([H])=C(C([H])([H])C([H])(C([H])(C1=O)O[H])O[H])C(=O)O[H] AFC000700
C([H])([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)C([H])(C([H])([H])O[H])N([H])[H] AFC000701
C([H])([H])(C1([H])C([H])(C([H])(C([H])(N([H])[H])O1)O[H])O[H])OP(=O)(O[H])O[H] AFC000702
C1([H])=C([H])[N+](=C([H])C(=C1[H])C(=O)N([H])[H])C2([H])C([H])(C([H])(C([H])(C([H])([H])O[H])O2)O[H])O[H] AFC000703
C([H])([H])(C([H])([H])SC([H])([H])C1([H])C([H])(C([H])(C([H])(O[H])O1)O[H])O[H])C([H])(C(=O)O[H])N([H])[H] AFC000704
C1([H])=C(C([H])=C([H])C(=C1[H])O[H])C([H])([H])C([H])=O AFC000705
C1([H])([H])C([H])(C([H])(C([H])(C([H])(O1)OP(=O)(O[H])O[H])O[H])O[H])O[H] AFC000706
C1([H])([H])C([H])([H])C([H])(C(=O)O[H])N=C1[H] AFC000707
C([H])([H])([H])C(C([H])([H])[H])(C([H])([H])OP(=O)(O[H])O[H])C([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])(C([H])([H])S[H])C(=O)O[H])O[H] AFC000708
C([H])([H])([H])C(=O)N([H])C1([H])C([H])(C([H])(C([H])(C([H])([H])O[H])OC1([H])OP(=O)(O[H])O[H])O[H])O[H] AFC000709
C([H])([H])([H])C([H])(C([H])([H])[H])C(=C([H])[H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C2([H])C3=C(C([H])([H])C([H])([H])C12C([H])([H])[H])C4(C([H])([H])[H])C([H])([H])C([H])([H])C([H])(C([H])([H])C4([H])C([H])([H])C3([H])[H])O[H] AFC000710
C([H])([H])=C([H])C1=C2C([H])=C3C(=C(C([H])=C([H])[H])C(=N3)C([H])=C4C(=C(C([H])([H])C([H])([H])C(=O)OC([H])([H])[H])C(=C([H])C5=NC(=C([H])C(=C1C([H])([H])[H])[N-]2)C(=C5C([H])([H])C([H])([H])C(=O)O[H])C([H])([H])[H])[N-]4)C([H])([H])[H])C([H])([H])[H] AFC000711
C1([H])(C([H])(C([H])(C([H])(C([H])(C1([H])OP(=O)(O[H])O[H])OP(=O)(O[H])O[H])OP(=O)(O[H])O[H])OP(=O)(O[H])O[H])OP(=O)(O[H])O[H])O[H] AFC000712
C1([H])=C(C([H])(C([H])(C([H])([H])OP(=O)(O[H])O[H])O[H])O[H])N([H])C([H])=N1 AFC000713
C([H])([H])([H])C1([H])C([H])(C([H])(C([H])(C([H])(O1)OC2([H])C([H])(C([H])(C([H])(C([H])([H])O[H])OC2([H])OC([H])([H])[H])O[H])O[H])O[H])O[H])O[H] AFC000714
C([H])([H])([H])C(=C([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C2([H])C3=C([H])C([H])=C4C([H])([H])C([H])(C([H])([H])C([H])([H])C4(C([H])([H])[H])C3([H])C([H])([H])C([H])([H])C12C([H])([H])[H])O[H])C([H])([H])[H] AFC000716
C([H])([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C2(C([H])([H])[H])C3=C(C([H])([H])C([H])([H])C12C([H])([H])[H])C4(C([H])([H])[H])C([H])([H])C([H])([H])C([H])(C(C([H])([H])[H])(C([H])([H])[H])C4([H])C([H])([H])C3([H])[H])O[H] AFC000717
C([H])([H])([H])C1=C(C([H])([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])O[H])SC(=[N+]1C([H])([H])C2=C(N([H])[H])N=C(C([H])([H])[H])N=C2[H])C([H])(C([H])([H])[H])O[H] AFC000718
C([H])([H])(C1([H])C([H])(C([H])(C([H])(C([H])(OC([H])([H])C2([H])C([H])(C([H])(C([H])(C([H])(O[H])O2)O[H])O[H])O[H])O1)O[H])O[H])O[H])O[H] AFC000719
C([H])([H])(C([H])(C1([H])C(=O)C(=O)C(=O)O1)O[H])O[H] AFC000720
C1([H])=C(C([H])=C(C(=C1[H])O[H])O[H])C2([H])C([H])([H])C(=O)C3=C(C([H])=C(C([H])=C3O[H])O[H])O2 AFC000721
C1([H])=C(C([H])=C([H])C(=C1[H])O[H])C2=[O+]C3=C(C([H])=C2O[H])C(=C([H])C(=C3[H])O[H])O[H] AFC000722
C([H])([H])(C([H])([H])C(=O)O[H])C([H])(C(=O)O[H])N([H])C(=O)C([H])([H])C([H])([H])C(=O)O[H] AFC000723
C([H])([H])(C([H])([H])C([H])(C(=O)O[H])N([H])C(=O)C([H])([H])C([H])([H])C(=O)O[H])C([H])=O AFC000724
C([H])([H])([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])=O AFC000725
C([H])([H])([H])C(=O)C(C([H])([H])[H])(C(=O)O[H])O[H] AFC000726
C([H])([H])=C1C([H])([H])C23C([H])([H])C1(C([H])([H])C([H])([H])C3([H])C4(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C(C([H])([H])[H])(C4([H])C2([H])C(=O)O[H])C(=O)O[H])O[H] AFC000727
C1([H])=C(C([H])=C([H])C(=C1[H])O[H])C([H])([H])C2([H])C3=C(C([H])([H])C([H])([H])N2[H])C([H])=C(C(=C3[H])O[H])O[H] AFC000728
C([H])([H])(C1([H])C([H])(C([H])(C([H])(C([H])(O1)OC2([H])C([H])(C([H])([H])O[H])OC([H])(C([H])(C2([H])O[H])O[H])OC3([H])C([H])(C([H])([H])O[H])OC([H])(C([H])(C3([H])O[H])O[H])O[H])O[H])O[H])O[H])O[H] AFC000729
C([H])([H])=C1C([H])([H])C([H])([H])C2([H])C([H])([H])C1([H])C2(C([H])([H])[H])C([H])([H])[H] AFC000730
C([H])([H])([H])C1=C([H])C([H])([H])C2([H])C([H])([H])C1([H])C2(C([H])([H])[H])C([H])([H])[H] AFC000731
C([H])([H])([H])C([H])(C([H])([H])[H])C([H])([H])C(=O)C1=C(C([H])=C(C([H])=C1O[H])O[H])O[H] AFC000732
C([H])([H])(C1([H])C([H])(C([H])(C([H])(C([H])(OC([H])([H])C2([H])C([H])(C([H])(C([H])(C([H])(OC([H])([H])C3([H])C([H])(C([H])(C([H])(C([H])(OC([H])([H])C4([H])C([H])(C([H])(C([H])(C([H])(OC([H])([H])C5([H])C([H])(C([H])(C([H])(C([H])(O5)OC6(C([H])([H])O[H])C([H])(C([H])(C([H])(C([H])([H])O[H])O6)O[H])O[H])O[H])O[H])O[H])O4)O[H])O[H])O[H])O3)O[H])O[H])O[H])O2)O[H])O[H])O[H])O1)O[H])O[H])O[H])O[H] AFC000733
C([H])([H])(C1([H])C([H])(C([H])(C([H])(C([H])(OC([H])([H])C2([H])C([H])(C([H])(C([H])(C([H])(OC([H])([H])C3([H])C([H])(C([H])(C([H])(C([H])(OC([H])([H])C4([H])C([H])(C([H])(C([H])(C([H])(O4)OC5(C([H])([H])O[H])C([H])(C([H])(C([H])(C([H])([H])O[H])O5)O[H])O[H])O[H])O[H])O[H])O3)O[H])O[H])O[H])O2)O[H])O[H])O[H])O1)O[H])O[H])O[H])O[H] AFC000734
C([H])([H])(C([H])([H])ON([H])[H])C([H])(C(=O)O[H])N([H])[H] AFC000735
C1([H])(C([H])(C([H])(C(=O)O[H])OC([H])(C1([H])O[H])O[H])O[H])O[H] AFC000736
C([H])([H])([H])C(C([H])([H])[H])(C1([H])C([H])([H])C2=C(C([H])=C3C(=C2OC([H])([H])[H])C(=O)C([H])=C(C([H])([H])O[H])O3)O1)O[H] AFC000737
C([H])([H])([H])C1=C([H])C([H])([H])C2(C([H])([H])C1([H])[H])C(=C([H])C([H])([H])C([H])([H])C2(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H] AFC000738
C([H])([H])([H])C(C([H])([H])[H])(C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C1([H])C([H])(C([H])(C([H])(N2C([H])=NC3=C2N=C([H])N=C3N([H])[H])O1)O[H])OP(=O)(O[H])O[H])C([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)C([H])(C([H])([H])C(=O)O[H])C(=O)C4=C([H])C([H])=C([H])C([H])=C4[H])O[H] AFC000739
C([H])([H])([H])OC1=C([H])C(=C([H])C(=C1OC([H])([H])[H])OC([H])([H])[H])C2([H])C3=C(C([H])=C4C(=C3[H])OC([H])([H])O4)C([H])(C5([H])C([H])([H])OC(=O)C52[H])O[H] AFC000740
C([H])([H])=C([H])C(C([H])([H])[H])(C([H])([H])C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H])O[H] AFC000741
C([H])([H])([H])C1=C([H])C([H])([H])C([H])(C([H])([H])C1([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O[H] AFC000742
C([H])([H])([H])C(C([H])([H])O[H])(C([H])(C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C1([H])C([H])(C([H])(C([H])(N2C([H])=C([H])C(=NC2=O)N([H])[H])O1)O[H])O[H])O[H])O[H] AFC000743
C([H])([H])([H])C(C([H])([H])O[H])(C([H])(C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C1([H])C([H])(C([H])(C([H])(N2C([H])=C([H])C(=NC2=O)N([H])[H])O1)O[H])O[H])O[H])OP(=O)(O[H])O[H] AFC000744
C([H])([H])([H])C(=O)C([H])(C([H])(C([H])([H])OP(=O)(O[H])O[H])O[H])O[H] AFC000745
C([H])([H])([H])C1=C([H])N(C2([H])C([H])([H])C([H])(C([H])(C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC3([H])C([H])(C([H])(C([H])(C([H])(C([H])([H])O[H])O3)O[H])O[H])O[H])O2)O[H])C(=O)N([H])C1=O AFC000746
C([H])([H])([H])C1=C([H])N(C2([H])C([H])([H])C([H])(C([H])(C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC3([H])C([H])(C([H])(C(=O)C([H])(C([H])([H])[H])O3)O[H])O[H])O2)O[H])C(=O)N([H])C1=O AFC000747
C([H])([H])([H])C(=C([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C1([H])C([H])([H])C([H])=C2C3=C(C([H])([H])C([H])([H])C12C([H])([H])[H])C4(C([H])([H])[H])C([H])([H])C([H])([H])C([H])(C(C([H])([H])[H])(C([H])([H])[H])C4([H])C([H])([H])C3([H])[H])O[H])C([H])([H])[H] AFC000748
C([H])([H])([H])C([H])(C([H])([H])[H])C(=C([H])[H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C1([H])C([H])([H])C([H])=C2C3=C(C([H])([H])C([H])([H])C12C([H])([H])[H])C4(C([H])([H])[H])C([H])([H])C([H])([H])C([H])(C([H])(C([H])([H])[H])C4([H])C([H])([H])C3([H])[H])O[H] AFC000749
C1([H])(C([H])(C([H])(C([H])(C([H])(C1([H])OP(=O)(O[H])O[H])OP(=O)(O[H])O[H])OP(=O)(O[H])O[H])OP(=O)(O[H])O[H])O[H])O[H] AFC000750
C([H])([H])=C([H])C1=C2C([H])=C3C(=C(C([H])=C([H])[H])C(=N3)C([H])=C4C(=C5C(=C(C([H])(C5=O)C(=O)OC([H])([H])[H])C6=NC(=C([H])C(=C1C([H])([H])[H])[N-]2)C(=C6C([H])([H])C([H])([H])C(=O)O[H])C([H])([H])[H])[N-]4)C([H])([H])[H])C([H])([H])[H] AFC000751
C([H])([H])=C1C([H])([H])C23C([H])([H])C1([H])C([H])([H])C([H])([H])C3([H])C4(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C(C([H])([H])[H])(C4([H])C2([H])C(=O)O[H])C(=O)O[H] AFC000752
C([H])([H])=C1C([H])([H])C23C([H])([H])C1([H])C([H])([H])C([H])([H])C3([H])C4(C([H])([H])C([H])([H])C([H])([H])C(C([H])([H])[H])(C4([H])C2([H])C(=O)O[H])C(=O)O[H])C([H])=O AFC000753
C([H])([H])=C1C([H])([H])C23C([H])([H])C1([H])C([H])([H])C([H])([H])C3([H])C4(C([H])([H])C([H])([H])C([H])(C(C([H])([H])[H])(C4([H])C2([H])C(=O)O[H])C(=O)O[H])O[H])C([H])=O AFC000754
C([H])([H])=C1C([H])([H])C23C([H])([H])C1([H])C([H])([H])C([H])([H])C2([H])C45C([H])([H])C([H])(C([H])([H])C(C([H])([H])[H])(C4([H])C3([H])C(=O)O[H])C(=O)O5)O[H] AFC000755
C([H])([H])=C1C([H])([H])C23C([H])([H])C1(C([H])([H])C([H])([H])C3([H])C4=C([H])C(=O)C([H])(C(C([H])([H])[H])(C4([H])C2([H])C(=O)O[H])C(=O)O[H])O[H])O[H] AFC000756
C([H])([H])=C1C([H])([H])C23C([H])([H])C([H])([H])C4([H])C(C([H])([H])[H])(C([H])([H])C([H])([H])C([H])([H])C4(C([H])([H])[H])C3([H])C([H])([H])C([H])([H])C1([H])C2([H])[H])C([H])([H])O[H] AFC000757
C([H])([H])=C1C([H])([H])C23C([H])([H])C([H])([H])C4([H])C(C([H])([H])[H])(C([H])([H])C([H])([H])C([H])([H])C4(C([H])([H])[H])C3([H])C([H])([H])C([H])([H])C1([H])C2([H])[H])C([H])=O AFC000758
C([H])([H])([H])C1([H])C([H])(C([H])(C([H])(C([H])(O1)OC2([H])C([H])(C([H])(C([H])([H])OC2([H])OC3([H])C([H])(C([H])(C([H])(C(=O)O[H])OC3([H])OC4([H])C([H])([H])C([H])([H])C5(C([H])([H])[H])C([H])(C([H])([H])C([H])([H])C6(C([H])([H])[H])C5([H])C([H])([H])C([H])=C7C8([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])(C8(C([H])([H])[H])C([H])([H])C([H])([H])C76C([H])([H])[H])O[H])C4(C([H])([H])[H])C([H])([H])O[H])O[H])O[H])O[H])O[H])O[H])O[H])O[H] AFC000760
C1(=NC(=O)N([H])C1(C(=O)O[H])O[H])N([H])C(=O)N([H])[H] AFC000761
C([H])([H])=C([H])C1=C2C([H])=C3C(=C(C([H])=C([H])[H])C(=N3)C([H])=C4C(=C(C([H])([H])C([H])([H])C(=O)O[H])C(=C([H])C5=NC(=C([H])C(=C1C([H])([H])[H])[N-]2)C(=C5C([H])([H])C([H])([H])C(=O)O[H])C([H])([H])[H])[N-]4)C([H])([H])[H])C([H])([H])[H] AFC000762
C([H])([H])([H])C(C([H])([H])[H])(C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C1([H])C([H])(C([H])(C([H])(N2C([H])=NC3=C2N=C([H])N=C3N([H])[H])O1)O[H])O[H])C([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])S[H])O[H] AFC000763
C1([H])=C([H])C([H])=C(C([H])=C1[H])C([H])=C([H])C(=O)O[H] AFC000765
C([H])([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C(=O)O[H] AFC000766
C([H])(=C([H])C(=O)O[H])C(=O)O[H] AFC000767
C([H])([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])=C([H])C1([H])C([H])(C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C(=O)O[H])C2([H])C([H])([H])C1([H])OO2)O[H] AFC000768
C([H])([H])([H])C(=C([H])C([H])([H])C([H])([H])C(=C([H])C([H])([H])C([H])([H])C(=C([H])C([H])([H])O[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H] AFC000769
C([H])([H])([H])C(C([H])([H])[H])(C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C1([H])C([H])(C([H])(C([H])(N2C([H])=NC3=C2N=C([H])N=C3N([H])[H])O1)O[H])OP(=O)(O[H])O[H])C([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)C([H])([H])C(C([H])([H])[H])(C([H])([H])C(=O)O[H])O[H])O[H] AFC000770
C([H])([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)SC([H])([H])C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])N([H])C(=O)C([H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C1([H])C([H])(C([H])(C([H])(N2C([H])=NC3=C2N=C([H])N=C3N([H])[H])O1)O[H])OP(=O)(O[H])O[H])O[H] AFC000771
C([H])([H])([H])C1=C(C([H])([H])[H])C([H])=C2C(=C1[H])N([H])C3=C(N([H])C(=O)N([H])C3=O)N2C([H])([H])C([H])(C([H])(C([H])(C([H])([H])OP(=O)(O[H])O[H])O[H])O[H])O[H] AFC000772
C([H])([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)O[H] AFC000773
C([H])([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)O[H] AFC000774
C([H])([H])([H])OC1=C([H])C(=C([H])C([H])=C1O[H])C([H])=C([H])C(=O)O[H] AFC000776
C1([H])=C([H])N(C2([H])C([H])(C([H])(C([H])(C([H])([H])OP(=O)(O[H])OC3(C([H])([H])C([H])(C([H])(C([H])(C([H])(C([H])([H])O[H])O[H])O3)O[H])O[H])C(=O)O[H])O2)O[H])O[H])C(=O)N=C1N([H])[H] AFC000777
C([H])([H])(C1([H])C([H])(C([H])(C([H])(O[H])O1)O[H])O[H])O[H] AFC000778
C([H])([H])([H])C(=C([H])C([H])([H])C([H])([H])C(=C([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])O[H])C([H])([H])[H])C([H])([H])[H] AFC000779
C([H])([H])([H])C1=C(C([H])([H])[H])C([H])=C2C(=C1[H])N([H])C3=C(N([H])C(=O)N([H])C3=O)N2C([H])([H])C([H])(C([H])(C([H])(C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C4([H])C([H])(C([H])(C([H])(N5C([H])=NC6=C5N=C([H])N=C6N([H])[H])O4)O[H])O[H])O[H])O[H])O[H] AFC000780
C([H])([H])([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C(=O)O[H] AFC000781
C([H])([H])([H])C(=C([H])C([H])=C([H])C([H])=C(C([H])([H])[H])C([H])=C([H])C([H])=C(C([H])([H])[H])C([H])=C([H])C1([H])C(=C([H])C([H])([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])=C([H])C([H])=C(C([H])([H])[H])C([H])=C([H])C2([H])C(=C([H])C([H])([H])C([H])([H])C2(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H] AFC000782
C([H])([H])(C1([H])C([H])(C([H])(C([H])(C([H])(O1)OC2([H])C([H])(C([H])([H])O[H])OC([H])(C([H])(C2([H])O[H])O[H])OC3([H])C([H])(C([H])([H])O[H])OC([H])(C([H])(C3([H])O[H])O[H])OC4([H])C([H])(C([H])([H])O[H])OC([H])(C([H])(C4([H])O[H])O[H])O[H])O[H])O[H])O[H])O[H] AFC000783
C1([H])=C([H])C(=C(C([H])=C1[H])N([H])C([H])([H])C(=O)C([H])(C([H])(C([H])([H])OP(=O)(O[H])O[H])O[H])O[H])C(=O)O[H] AFC000784
C([H])([H])([H])C(=C([H])C([H])([H])C([H])([H])C(=C([H])C([H])=C([H])C(=C([H])C([H])=C([H])C(=C([H])C([H])=C([H])C([H])=C(C([H])([H])[H])C([H])=C([H])C([H])=C(C([H])([H])[H])C([H])=C([H])C([H])=C(C([H])([H])[H])C([H])([H])C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H] AFC000785
C([H])([H])(C([H])([H])C(=O)N([H])C([H])(C([H])([H])SC([H])([H])O[H])C(=O)N([H])C([H])([H])C(=O)O[H])C([H])(C(=O)O[H])N([H])[H] AFC000786
C([H])([H])(C([H])(C(=O)O[H])N([H])C1=NC([H])=NC2=C1N=C([H])N2C3([H])C([H])(C([H])(C([H])(C([H])([H])OP(=O)(O[H])O[H])O3)O[H])O[H])C(=O)O[H] AFC000787
C([H])([H])([H])C(=C([H])C([H])([H])C([H])([H])C(=C([H])C([H])([H])C([H])([H])C(=C([H])C([H])([H])C([H])([H])C(=C([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])O[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H] AFC000788
C([H])([H])(C1([H])C([H])(C([H])(C([H])(O[H])O1)O[H])O[H])O[H] AFC000789
C([H])([H])([H])C(=O)N([H])C1([H])C([H])(C([H])([H])C(C(=O)O[H])(OC1([H])C([H])(C([H])(C([H])([H])O[H])O[H])O[H])OP(=O)(O[H])OC([H])([H])C2([H])C([H])(C([H])(C([H])(N3C([H])=C([H])C(=NC3=O)N([H])[H])O2)O[H])O[H])O[H] AFC000791
C([H])([H])([H])C(=C([H])C([H])=C([H])C([H])=C(C([H])([H])[H])C([H])=C([H])C([H])=C(C([H])([H])[H])C([H])=C([H])C12C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])(C([H])([H])C1(C([H])([H])[H])O2)O[H])C([H])=C([H])C([H])=C(C([H])([H])[H])C([H])=C([H])C34C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])(C([H])([H])C3(C([H])([H])[H])O4)O[H] AFC000792
C([H])([H])(C1([H])C([H])(C([H])(C([H])(C([H])(O[H])O1)O[H])O[H])O[H])O[H] AFC000793
C([H])([H])([H])C1(C(C([H])(C([H])([H])O1)O[H])(O[H])O[H])O[H] AFC000794
C([H])([H])([H])C(=C([H])C([H])([H])N([H])C1=C2C(=NC([H])=N1)N=C([H])N2[H])C([H])([H])O[H] AFC000795
C([H])([H])([H])C1=C([H])C2=C(C([H])=C1C([H])([H])[H])N(C([H])([H])C([H])(C([H])(C([H])(C([H])([H])O[H])O[H])O[H])O[H])C3=NC(=O)N([H])C(=O)C3=N2 AFC000796
C([H])([H])([H])OC(=O)C([H])(C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])O[H] AFC000797
C([H])([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])C([H])(C([H])=C([H])C([H])=O)O1 AFC000799
C([H])([H])([H])C(=C([H])C([H])([H])C([H])([H])C1(C([H])([H])[H])C([H])(C([H])=O)O1)C([H])([H])[H] AFC000800
C([H])([H])([H])C(=O)OC1([H])C([H])([H])C2([H])C([H])([H])C([H])([H])C([H])(C([H])(C1([H])[H])C2=O)N3C([H])([H])C([H])([H])OC([H])([H])C3([H])[H] AFC000801
C([H])([H])([H])C#CC([H])([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1=O AFC000802
C([H])([H])([H])C([H])([H])C([H])(C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C2([H])C3=C([H])C([H])([H])C4([H])C([H])([H])C([H])(C([H])([H])C([H])([H])C4(C([H])([H])[H])C3([H])C([H])([H])C([H])([H])C12C([H])([H])[H])O[H])C(=C([H])[H])C([H])([H])[H] AFC000803
C1([H])=C([H])C([H])=C(C([H])=C1[H])C([H])=C([H])C([H])=O AFC000804
C1([H])=C([H])C(=C([H])C(=C1[H])C([H])=C([H])C(=O)O[H])O[H] AFC000805
C1([H])=C(C([H])=C([H])C(=C1[H])O[H])C([H])=C([H])C(=O)O[H] AFC000806
C([H])([H])([H])C([H])=C([H])C([H])=C([H])C([H])=O AFC000807
C([H])([H])([H])C(=C([H])C([H])([H])C([H])([H])C(=C([H])C([H])([H])O[H])C([H])([H])[H])C([H])([H])[H] AFC000808
C([H])([H])([H])OC1=C([H])C(=C([H])C(=C1O[H])OC([H])([H])[H])C([H])=C([H])C(=O)O[H] AFC000809
C([H])([H])([H])C(=C([H])C([H])([H])C([H])([H])C(=C([H])C([H])=O)C([H])([H])[H])C([H])([H])[H] AFC000810
C([H])([H])([H])C1=C(C([H])=C([H])C(=O)C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H] AFC000811
C([H])([H])([H])C(=C([H])C([H])=C([H])C(=C([H])C([H])=O)C([H])([H])[H])C([H])=C([H])C1=C(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H] AFC000812
C([H])([H])([H])C(=C([H])C([H])([H])C([H])([H])C(=C([H])C([H])([H])C([H])([H])C(=C([H])C([H])([H])C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H] AFC000813
C1([H])=C(C([H])=C([H])C(=C1[H])O[H])C([H])=C([H])C(=O)C2=C([H])C([H])=C(C([H])=C2O[H])O[H] AFC000814
C1([H])=C([H])C([H])=C(C([H])=C1[H])C([H])=S=O AFC000815
C([H])(=C([H])C1=C([H])C([H])=C(C([H])=C1[H])O[H])C([H])=O AFC000816
C([H])([H])([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])=C([H])C([H])=O AFC000818
C([H])(=C(C([H])([H])C(=O)O[H])C(=O)O[H])C(=O)O[H] AFC000819
C([H])([H])([H])C(=C([H])C([H])([H])C([H])([H])C(=C([H])C([H])=O)C([H])([H])[H])C([H])([H])[H] AFC000820
C([H])([H])([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])=O AFC000821
C([H])([H])([H])C1=C([H])C2=C(C([H])=C1C([H])([H])[H])N(C([H])([H])C([H])(C([H])(C([H])(C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C3([H])C([H])(C([H])(C([H])(N4C([H])=NC5=C4N=C([H])N=C5N([H])[H])O3)O[H])O[H])O[H])O[H])O[H])C6=NC(=O)N([H])C(=O)C6=N2 AFC000823
C([H])([H])([H])C(C([H])([H])[H])(C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C1([H])C([H])(C([H])(C([H])(N2C([H])=NC3=C2N=C([H])N=C3N([H])[H])O1)O[H])OP(=O)(O[H])O[H])C([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)C([H])([H])C(=O)O[H])O[H] AFC000825
